Dato;Tid;Celle 1;Celle 2;Celle 3;Celle 4;Celle 5;Celle 6;Celle 7;Celle 8;Celle 9;Celle 10;Celle 11;Celle 12;Celle 13;Celle 14;Celle 15;Celle 16;Celle 17;Celle 18;Celle 19;Celle 20;Celle 21;Celle 22;Celle 23;Celle 24;Celle 25;Celle 26;Celle 27;Celle 28;Celle 29;Celle 30;Celle 31;Celle 32;Celle 33;Celle 34
10-06-2023;16:00:00;3,31;14,34;14,34;29,78;18,75;17,65;7,72;8,82;4,41;11,03;15,44;28,68;13,23;11,03;12,13;4,41;13,23;16,54;11,03;7,72;8,82;9,93;7,72;5,51;9,93;5,51;9,93;8,82;8,82;3,31;7,72;4,41;9,93;4,41
10-06-2023;17:00:00;3,31;13,23;11,03;26,47;18,75;16,54;6,62;7,72;27,57;8,82;14,34;26,47;13,23;11,03;11,03;4,41;12,13;15,44;9,93;6,62;7,72;8,82;7,72;5,51;8,82;5,51;11,03;7,72;7,72;3,31;7,72;4,41;11,03;4,41
10-06-2023;18:00:00;3,31;11,03;7,72;20,96;15,44;13,23;5,51;6,62;19,85;7,72;12,13;19,85;9,93;7,72;9,93;3,31;8,82;11,03;7,72;4,41;6,62;8,82;6,62;4,41;7,72;4,41;9,93;5,51;6,62;2,21;5,51;3,31;9,93;4,41
10-06-2023;19:00:00;3,31;9,93;6,62;16,54;12,13;11,03;4,41;5,51;20,96;6,62;9,93;14,34;8,82;6,62;8,82;2,21;6,62;9,93;5,51;4,41;5,51;6,62;5,51;4,41;6,62;4,41;8,82;5,51;5,51;2,21;4,41;3,31;8,82;4,41
10-06-2023;20:00:00;3,31;8,82;5,51;14,34;11,03;11,03;4,41;4,41;0;6,62;8,82;13,23;8,82;5,51;7,72;2,21;6,62;8,82;5,51;4,41;4,41;6,62;5,51;4,41;6,62;4,41;9,93;4,41;5,51;2,21;4,41;3,31;8,82;4,41
10-06-2023;21:00:00;2,21;8,82;5,51;12,13;9,93;9,93;4,41;4,41;26,47;6,62;7,72;12,13;7,72;5,51;7,72;2,21;6,62;7,72;5,51;4,41;5,51;6,62;6,62;4,41;6,62;4,41;8,82;4,41;5,51;3,31;3,31;3,31;8,82;4,41
10-06-2023;22:00:00;2,21;7,72;5,51;13,23;11,03;8,82;4,41;4,41;30,88;5,51;8,82;12,13;7,72;5,51;6,62;2,21;6,62;6,62;5,51;4,41;5,51;6,62;7,72;4,41;6,62;5,51;7,72;4,41;5,51;3,31;2,21;3,31;6,62;3,31
10-06-2023;23:00:00;2,21;6,62;5,51;12,13;13,23;6,62;4,41;4,41;11,03;5,51;8,82;12,13;7,72;4,41;5,51;2,21;4,41;6,62;5,51;3,31;4,41;5,51;4,41;4,41;5,51;5,51;6,62;3,31;4,41;3,31;2,21;4,41;6,62;3,31
11-06-2023;00:00:00;2,21;7,72;6,62;11,03;9,93;5,51;3,31;3,31;56,25;6,62;4,41;9,93;6,62;4,41;5,51;1,1;3,31;5,51;4,41;3,31;4,41;3,31;3,31;4,41;4,41;4,41;7,72;2,21;3,31;3,31;0;4,41;4,41;3,31
11-06-2023;01:00:00;1,1;7,72;3,31;5,51;4,41;6,62;4,41;4,41;34,19;5,51;2,21;6,62;4,41;3,31;4,41;1,1;2,21;4,41;3,31;3,31;3,31;2,21;3,31;3,31;3,31;6,62;5,51;1,1;2,21;2,21;0;2,21;3,31;3,31
11-06-2023;02:00:00;2,21;7,72;1,1;3,31;3,31;5,51;4,41;3,31;18,75;5,51;1,1;4,41;3,31;2,21;4,41;1,1;2,21;3,31;2,21;2,21;2,21;1,1;2,21;2,21;2,21;5,51;5,51;1,1;2,21;1,1;0;2,21;2,21;2,21
11-06-2023;03:00:00;3,31;5,51;2,21;1,1;2,21;5,51;3,31;4,41;31,98;3,31;0;3,31;2,21;2,21;6,62;0;1,1;3,31;1,1;2,21;3,31;1,1;2,21;2,21;2,21;5,51;5,51;1,1;2,21;0;0;3,31;3,31;2,21
11-06-2023;04:00:00;1,1;7,72;3,31;0;1,1;5,51;3,31;3,31;39,7;3,31;0;1,1;2,21;2,21;6,62;0;0;2,21;1,1;2,21;2,21;1,1;1,1;2,21;1,1;3,31;5,51;1,1;1,1;0;0;2,21;4,41;1,1
11-06-2023;05:00:00;1,1;4,41;2,21;0;2,21;7,72;2,21;2,21;0;1,1;0;0;2,21;0;6,62;0;0;1,1;0;2,21;2,21;1,1;1,1;2,21;0;0;2,21;1,1;2,21;0;0;2,21;5,51;1,1
11-06-2023;06:00:00;2,21;3,31;3,31;0;1,1;8,82;1,1;0;0;0;0;0;2,21;0;2,21;0;0;2,21;0;1,1;1,1;1,1;1,1;1,1;0;0;4,41;1,1;2,21;0;0;2,21;2,21;1,1
11-06-2023;07:00:00;1,1;6,62;3,31;0;2,21;5,51;1,1;1,1;2,21;2,21;1,1;0;2,21;1,1;3,31;0;1,1;2,21;1,1;2,21;2,21;2,21;1,1;1,1;1,1;1,1;5,51;1,1;2,21;0;0;1,1;2,21;2,21
11-06-2023;08:00:00;2,21;8,82;4,41;3,31;6,62;5,51;2,21;2,21;1,1;4,41;3,31;3,31;3,31;2,21;5,51;1,1;2,21;4,41;2,21;3,31;2,21;3,31;3,31;3,31;3,31;2,21;5,51;2,21;2,21;1,1;2,21;2,21;5,51;3,31
11-06-2023;09:00:00;3,31;9,93;6,62;9,93;9,93;9,93;4,41;4,41;0;7,72;6,62;9,93;5,51;6,62;8,82;2,21;5,51;7,72;5,51;4,41;5,51;4,41;4,41;3,31;5,51;5,51;6,62;4,41;3,31;2,21;5,51;3,31;6,62;3,31
11-06-2023;10:00:00;4,41;12,13;9,93;15,44;13,23;14,34;5,51;6,62;0;9,93;9,93;15,44;8,82;9,93;11,03;3,31;8,82;11,03;8,82;6,62;7,72;6,62;5,51;4,41;8,82;6,62;8,82;6,62;6,62;4,41;8,82;4,41;7,72;4,41
11-06-2023;11:00:00;4,41;15,44;14,34;20,96;16,54;16,54;7,72;8,82;4,41;13,23;13,23;20,96;12,13;12,13;12,13;4,41;12,13;14,34;11,03;7,72;8,82;7,72;7,72;5,51;9,93;8,82;9,93;8,82;8,82;5,51;9,93;5,51;8,82;5,51
11-06-2023;12:00:00;3,31;15,44;17,65;25,37;19,85;18,75;8,82;8,82;0;13,23;15,44;25,37;14,34;13,23;13,23;5,51;14,34;17,65;12,13;7,72;9,93;8,82;8,82;6,62;11,03;7,72;11,03;11,03;9,93;4,41;9,93;6,62;8,82;5,51
11-06-2023;13:00:00;4,41;17,65;17,65;26,47;20,96;18,75;8,82;8,82;12,13;13,23;16,54;27,57;16,54;14,34;12,13;6,62;15,44;17,65;12,13;7,72;8,82;9,93;9,93;6,62;11,03;6,62;11,03;9,93;11,03;4,41;9,93;5,51;8,82;5,51
11-06-2023;14:00:00;3,31;15,44;15,44;27,57;22,06;17,65;7,72;8,82;11,03;12,13;15,44;27,57;16,54;14,34;12,13;4,41;14,34;17,65;12,13;6,62;8,82;11,03;11,03;5,51;9,93;6,62;9,93;8,82;9,93;3,31;8,82;5,51;8,82;4,41
11-06-2023;15:00:00;3,31;14,34;14,34;25,37;22,06;16,54;7,72;7,72;26,47;11,03;14,34;25,37;15,44;12,13;11,03;4,41;13,23;15,44;9,93;6,62;7,72;9,93;9,93;4,41;8,82;5,51;9,93;8,82;8,82;3,31;7,72;4,41;8,82;4,41
11-06-2023;16:00:00;3,31;14,34;13,23;24,26;22,06;16,54;7,72;7,72;22,06;11,03;14,34;26,47;15,44;12,13;11,03;4,41;13,23;15,44;9,93;6,62;8,82;11,03;9,93;5,51;8,82;5,51;9,93;7,72;7,72;3,31;7,72;5,51;8,82;4,41
11-06-2023;17:00:00;3,31;12,13;11,03;23,16;20,96;16,54;6,62;7,72;18,75;7,72;13,23;23,16;14,34;12,13;11,03;4,41;12,13;14,34;8,82;6,62;7,72;11,03;8,82;4,41;8,82;4,41;9,93;6,62;6,62;2,21;6,62;5,51;8,82;4,41
11-06-2023;18:00:00;3,31;9,93;7,72;18,75;19,85;12,13;4,41;5,51;13,23;6,62;11,03;18,75;9,93;7,72;8,82;3,31;11,03;9,93;6,62;4,41;9,93;7,72;11,03;4,41;6,62;3,31;9,93;5,51;5,51;1,1;4,41;4,41;8,82;3,31
11-06-2023;19:00:00;3,31;8,82;7,72;13,23;13,23;9,93;4,41;4,41;0;5,51;9,93;13,23;8,82;5,51;7,72;2,21;9,93;8,82;5,51;3,31;5,51;6,62;9,93;3,31;5,51;3,31;8,82;4,41;4,41;1,1;4,41;3,31;7,72;3,31
11-06-2023;20:00:00;2,21;7,72;6,62;11,03;18,75;8,82;3,31;3,31;0;6,62;8,82;12,13;8,82;6,62;6,62;2,21;12,13;8,82;5,51;3,31;4,41;6,62;13,23;3,31;5,51;3,31;8,82;3,31;4,41;2,21;3,31;3,31;7,72;3,31
11-06-2023;21:00:00;2,21;7,72;6,62;8,82;7,72;6,62;3,31;3,31;8,82;5,51;7,72;8,82;6,62;4,41;5,51;2,21;6,62;6,62;4,41;3,31;4,41;5,51;6,62;3,31;4,41;3,31;7,72;3,31;4,41;1,1;2,21;3,31;8,82;3,31
11-06-2023;22:00:00;2,21;5,51;8,82;6,62;6,62;6,62;3,31;3,31;0;3,31;7,72;6,62;5,51;3,31;5,51;1,1;5,51;5,51;3,31;3,31;5,51;4,41;5,51;3,31;3,31;2,21;7,72;3,31;4,41;1,1;0;2,21;4,41;2,21
11-06-2023;23:00:00;2,21;6,62;8,82;4,41;15,44;4,41;3,31;3,31;9,93;3,31;6,62;6,62;7,72;4,41;4,41;1,1;4,41;5,51;3,31;3,31;4,41;4,41;4,41;4,41;4,41;2,21;6,62;3,31;4,41;2,21;1,1;3,31;5,51;3,31
12-06-2023;00:00:00;2,21;9,93;8,82;3,31;6,62;5,51;4,41;4,41;0;4,41;4,41;4,41;7,72;5,51;5,51;2,21;3,31;4,41;3,31;3,31;4,41;3,31;4,41;4,41;3,31;2,21;5,51;3,31;4,41;3,31;0;4,41;5,51;4,41
12-06-2023;01:00:00;3,31;7,72;4,41;2,21;4,41;7,72;5,51;5,51;3,31;5,51;3,31;3,31;5,51;6,62;6,62;2,21;3,31;5,51;4,41;7,72;6,62;3,31;4,41;5,51;4,41;9,93;7,72;4,41;4,41;2,21;0;5,51;7,72;5,51
12-06-2023;02:00:00;5,51;9,93;2,21;2,21;4,41;8,82;7,72;8,82;0;4,41;3,31;2,21;5,51;8,82;12,13;3,31;3,31;5,51;4,41;6,62;7,72;4,41;5,51;6,62;5,51;8,82;7,72;4,41;5,51;5,51;0;6,62;6,62;5,51
12-06-2023;03:00:00;5,51;9,93;3,31;0;4,41;11,03;7,72;8,82;46,32;3,31;1,1;2,21;5,51;4,41;15,44;2,21;2,21;4,41;3,31;6,62;5,51;4,41;5,51;4,41;4,41;4,41;5,51;4,41;5,51;0;0;7,72;6,62;5,51
12-06-2023;04:00:00;1,1;1,1;2,21;0;3,31;8,82;5,51;5,51;23,16;0;0;0;3,31;2,21;7,72;1,1;1,1;3,31;1,1;3,31;3,31;2,21;4,41;3,31;0;0;3,31;2,21;5,51;0;0;3,31;6,62;4,41
12-06-2023;05:00:00;0;1,1;2,21;0;2,21;3,31;2,21;2,21;0;0;2,21;0;2,21;3,31;4,41;4,41;4,41;4,41;3,31;2,21;3,31;5,51;4,41;3,31;2,21;0;2,21;7,72;4,41;0;0;8,82;5,51;3,31
12-06-2023;06:00:00;0;7,72;9,93;15,44;8,82;6,62;6,62;9,93;0;6,62;12,13;12,13;13,23;16,54;7,72;16,54;25,37;28,68;22,06;17,65;13,23;19,85;15,44;14,34;18,75;3,31;6,62;34,19;22,06;4,41;18,75;45,22;11,03;28,68
12-06-2023;07:00:00;0;24,26;20,96;47,42;30,88;24,26;55,15;35,29;0;18,75;33,09;45,22;44,12;54,04;41,91;39,7;61,76;61,76;60,66;56,25;37,5;26,47;28,68;35,29;44,12;16,54;19,85;50,73;37,5;11,03;46,32;69,48;18,75;36,4
12-06-2023;08:00:00;1,1;16,54;19,85;61,76;60,66;31,98;51,84;35,29;0;12,13;39,7;63,97;58,45;60,66;39,7;48,53;60,66;62,87;72,79;55,15;24,26;25,37;29,78;41,91;37,5;9,93;17,65;39,7;25,37;13,23;27,57;45,22;14,34;20,96
12-06-2023;09:00:00;4,41;15,44;15,44;33,09;28,68;16,54;9,93;9,93;0;11,03;18,75;31,98;22,06;23,16;15,44;15,44;19,85;26,47;28,68;12,13;12,13;11,03;14,34;12,13;13,23;6,62;13,23;14,34;11,03;6,62;13,23;11,03;13,23;9,93
12-06-2023;10:00:00;6,62;14,34;15,44;27,57;22,06;16,54;8,82;9,93;5,51;12,13;14,34;25,37;15,44;16,54;14,34;9,93;14,34;17,65;17,65;9,93;12,13;11,03;14,34;8,82;13,23;7,72;14,34;12,13;11,03;6,62;13,23;8,82;13,23;9,93
12-06-2023;11:00:00;6,62;16,54;16,54;29,78;20,96;17,65;8,82;9,93;12,13;12,13;14,34;26,47;15,44;14,34;15,44;9,93;14,34;17,65;16,54;8,82;11,03;11,03;14,34;8,82;13,23;6,62;14,34;12,13;11,03;5,51;13,23;9,93;13,23;9,93
12-06-2023;12:00:00;5,51;15,44;16,54;28,68;20,96;16,54;8,82;9,93;13,23;12,13;14,34;26,47;15,44;15,44;14,34;8,82;14,34;17,65;16,54;8,82;11,03;11,03;14,34;8,82;13,23;6,62;14,34;12,13;11,03;4,41;12,13;9,93;13,23;8,82
12-06-2023;13:00:00;4,41;16,54;17,65;27,57;19,85;16,54;9,93;11,03;0;12,13;15,44;26,47;17,65;16,54;15,44;11,03;16,54;19,85;18,75;8,82;11,03;12,13;15,44;8,82;14,34;6,62;14,34;13,23;11,03;4,41;14,34;9,93;12,13;8,82
12-06-2023;14:00:00;5,51;18,75;20,96;33,09;24,26;19,85;11,03;12,13;13,23;15,44;25,37;37,5;33,09;29,78;16,54;22,06;29,78;34,19;39,7;11,03;16,54;17,65;22,06;11,03;18,75;6,62;14,34;18,75;14,34;5,51;16,54;12,13;13,23;9,93
12-06-2023;15:00:00;4,41;19,85;25,37;47,42;34,19;22,06;16,54;19,85;6,62;18,75;36,4;49,63;52,94;39,7;22,06;50,73;44,12;56,25;65,07;19,85;28,68;25,37;34,19;25,37;29,78;9,93;17,65;28,68;18,75;8,82;36,4;16,54;15,44;13,23
12-06-2023;16:00:00;2,21;20,96;22,06;46,32;39,7;23,16;18,75;22,06;6,62;18,75;33,09;47,42;48,53;37,5;23,16;36,4;36,4;52,94;57,35;22,06;23,16;22,06;28,68;19,85;25,37;9,93;17,65;22,06;16,54;6,62;31,98;15,44;15,44;13,23
12-06-2023;17:00:00;1,1;15,44;16,54;28,68;33,09;20,96;12,13;13,23;2,21;14,34;20,96;31,98;26,47;25,37;17,65;11,03;18,75;24,26;25,37;13,23;14,34;11,03;13,23;6,62;15,44;6,62;13,23;11,03;9,93;3,31;16,54;7,72;11,03;7,72
12-06-2023;18:00:00;2,21;11,03;9,93;17,65;18,75;14,34;7,72;7,72;5,51;9,93;12,13;19,85;13,23;14,34;12,13;3,31;11,03;12,13;11,03;6,62;8,82;8,82;8,82;4,41;9,93;4,41;11,03;7,72;7,72;2,21;7,72;6,62;9,93;5,51
12-06-2023;19:00:00;3,31;9,93;8,82;13,23;11,03;9,93;5,51;5,51;41,91;7,72;8,82;13,23;9,93;9,93;8,82;3,31;8,82;11,03;7,72;5,51;6,62;7,72;7,72;4,41;7,72;4,41;9,93;6,62;6,62;2,21;5,51;5,51;9,93;5,51
12-06-2023;20:00:00;3,31;8,82;8,82;9,93;8,82;8,82;5,51;5,51;12,13;6,62;7,72;11,03;8,82;6,62;8,82;3,31;7,72;8,82;6,62;5,51;8,82;6,62;6,62;4,41;6,62;4,41;9,93;5,51;6,62;2,21;4,41;5,51;8,82;5,51
12-06-2023;21:00:00;3,31;6,62;7,72;7,72;11,03;6,62;4,41;4,41;6,62;5,51;7,72;8,82;8,82;6,62;7,72;2,21;8,82;7,72;6,62;5,51;8,82;6,62;9,93;4,41;5,51;3,31;7,72;5,51;5,51;1,1;3,31;4,41;8,82;4,41
12-06-2023;22:00:00;3,31;5,51;8,82;5,51;4,41;4,41;4,41;4,41;0;3,31;6,62;5,51;6,62;4,41;5,51;2,21;4,41;6,62;6,62;4,41;5,51;5,51;5,51;3,31;3,31;3,31;7,72;4,41;4,41;1,1;0;4,41;5,51;3,31
12-06-2023;23:00:00;3,31;2,21;8,82;2,21;3,31;3,31;4,41;3,31;0;2,21;5,51;2,21;5,51;3,31;3,31;2,21;3,31;4,41;3,31;3,31;4,41;4,41;4,41;3,31;2,21;2,21;5,51;4,41;4,41;0;0;5,51;5,51;3,31
13-06-2023;00:00:00;4,41;3,31;8,82;2,21;3,31;3,31;4,41;3,31;127,94;3,31;4,41;0;3,31;2,21;2,21;3,31;2,21;4,41;2,21;3,31;3,31;3,31;4,41;5,51;0;1,1;6,62;4,41;4,41;0;0;6,62;5,51;5,51
13-06-2023;01:00:00;3,31;4,41;4,41;0;3,31;4,41;4,41;4,41;0;0;3,31;0;4,41;3,31;3,31;3,31;2,21;4,41;3,31;6,62;6,62;4,41;5,51;6,62;0;7,72;3,31;4,41;4,41;0;0;8,82;7,72;5,51
13-06-2023;02:00:00;5,51;1,1;2,21;0;3,31;6,62;7,72;6,62;0;1,1;2,21;0;4,41;4,41;8,82;4,41;3,31;4,41;2,21;7,72;7,72;4,41;6,62;6,62;0;6,62;8,82;6,62;6,62;2,21;0;9,93;6,62;7,72
13-06-2023;03:00:00;4,41;2,21;3,31;0;4,41;11,03;6,62;8,82;0;1,1;2,21;0;4,41;5,51;13,23;3,31;2,21;5,51;3,31;7,72;6,62;4,41;6,62;6,62;0;0;8,82;6,62;5,51;0;0;8,82;5,51;6,62
13-06-2023;04:00:00;1,1;0;2,21;0;3,31;9,93;4,41;5,51;11,03;0;0;0;3,31;2,21;6,62;1,1;1,1;4,41;1,1;4,41;3,31;2,21;3,31;2,21;0;0;1,1;3,31;4,41;0;0;4,41;5,51;3,31
13-06-2023;05:00:00;0;0;2,21;0;2,21;2,21;2,21;2,21;5,51;0;2,21;0;2,21;3,31;4,41;4,41;4,41;4,41;3,31;2,21;2,21;5,51;4,41;3,31;2,21;0;3,31;7,72;4,41;0;0;6,62;5,51;3,31
13-06-2023;06:00:00;0;7,72;9,93;17,65;9,93;6,62;6,62;8,82;0;5,51;14,34;13,23;13,23;16,54;7,72;15,44;28,68;31,98;23,16;18,75;15,44;20,96;16,54;16,54;18,75;3,31;6,62;35,29;25,37;3,31;18,75;39,7;11,03;28,68
13-06-2023;07:00:00;0;24,26;22,06;55,15;31,98;25,37;55,15;38,6;0;19,85;36,4;48,53;46,32;57,35;45,22;38,6;68,38;65,07;62,87;62,87;45,22;31,98;31,98;38,6;45,22;18,75;18,75;50,73;43,01;11,03;50,73;67,28;18,75;37,5
13-06-2023;08:00:00;1,1;17,65;20,96;73,89;63,97;33,09;60,66;48,53;0;13,23;43,01;69,48;61,76;65,07;46,32;51,84;69,48;65,07;77,2;63,97;30,88;28,68;31,98;51,84;44,12;11,03;14,34;38,6;29,78;14,34;27,57;47,42;13,23;17,65
13-06-2023;09:00:00;4,41;15,44;16,54;43,01;33,09;16,54;14,34;12,13;4,41;11,03;20,96;37,5;24,26;26,47;15,44;18,75;24,26;29,78;30,88;13,23;12,13;11,03;14,34;13,23;13,23;5,51;13,23;14,34;11,03;5,51;12,13;9,93;13,23;8,82
13-06-2023;10:00:00;6,62;15,44;15,44;33,09;23,16;16,54;8,82;9,93;0;11,03;14,34;28,68;15,44;17,65;15,44;9,93;14,34;17,65;16,54;8,82;12,13;9,93;14,34;8,82;13,23;7,72;13,23;12,13;11,03;6,62;13,23;8,82;13,23;9,93
13-06-2023;11:00:00;6,62;16,54;16,54;33,09;22,06;18,75;9,93;11,03;0;12,13;15,44;28,68;15,44;16,54;15,44;9,93;14,34;18,75;16,54;8,82;12,13;11,03;15,44;8,82;13,23;7,72;14,34;12,13;11,03;5,51;13,23;9,93;14,34;9,93
13-06-2023;12:00:00;5,51;15,44;16,54;33,09;23,16;17,65;9,93;11,03;0;12,13;15,44;29,78;17,65;16,54;15,44;9,93;16,54;19,85;17,65;8,82;12,13;11,03;15,44;8,82;13,23;6,62;14,34;12,13;11,03;5,51;13,23;9,93;13,23;9,93
13-06-2023;13:00:00;5,51;17,65;17,65;29,78;22,06;17,65;9,93;11,03;14,34;13,23;16,54;29,78;20,96;18,75;15,44;11,03;17,65;22,06;19,85;9,93;13,23;12,13;16,54;8,82;14,34;6,62;14,34;14,34;11,03;4,41;13,23;11,03;13,23;9,93
13-06-2023;14:00:00;3,31;18,75;20,96;38,6;27,57;20,96;11,03;13,23;1,1;15,44;31,98;43,01;37,5;36,4;17,65;25,37;33,09;38,6;47,42;14,34;19,85;17,65;24,26;12,13;18,75;6,62;15,44;19,85;13,23;5,51;16,54;13,23;13,23;11,03
13-06-2023;15:00:00;2,21;19,85;25,37;59,56;37,5;23,16;20,96;25,37;0;19,85;47,42;59,56;59,56;50,73;25,37;56,25;50,73;63,97;77,2;24,26;33,09;26,47;37,5;35,29;33,09;9,93;18,75;33,09;18,75;8,82;35,29;19,85;15,44;14,34
13-06-2023;16:00:00;1,1;19,85;22,06;62,87;41,91;23,16;24,26;28,68;8,82;18,75;41,91;58,45;57,35;46,32;25,37;49,63;44,12;66,17;72,79;23,16;26,47;24,26;33,09;36,4;27,57;11,03;17,65;29,78;18,75;7,72;36,4;16,54;15,44;13,23
13-06-2023;17:00:00;1,1;16,54;15,44;37,5;33,09;20,96;13,23;14,34;23,16;14,34;23,16;38,6;30,88;25,37;18,75;14,34;23,16;33,09;31,98;14,34;14,34;14,34;16,54;9,93;15,44;6,62;14,34;15,44;11,03;4,41;13,23;8,82;12,13;7,72
13-06-2023;18:00:00;2,21;12,13;11,03;22,06;17,65;14,34;7,72;8,82;3,31;9,93;13,23;22,06;13,23;11,03;13,23;4,41;12,13;13,23;11,03;8,82;8,82;8,82;8,82;4,41;9,93;5,51;11,03;7,72;7,72;2,21;7,72;6,62;9,93;5,51
13-06-2023;19:00:00;3,31;11,03;9,93;14,34;13,23;11,03;5,51;6,62;16,54;7,72;9,93;14,34;9,93;7,72;9,93;3,31;8,82;11,03;8,82;6,62;6,62;7,72;7,72;4,41;7,72;5,51;9,93;6,62;6,62;2,21;5,51;5,51;9,93;5,51
13-06-2023;20:00:00;3,31;8,82;8,82;11,03;9,93;8,82;5,51;5,51;11,03;7,72;9,93;11,03;8,82;6,62;8,82;3,31;7,72;9,93;6,62;5,51;6,62;6,62;6,62;4,41;6,62;4,41;9,93;5,51;5,51;2,21;4,41;4,41;8,82;5,51
13-06-2023;21:00:00;3,31;6,62;6,62;8,82;8,82;7,72;4,41;4,41;17,65;6,62;7,72;9,93;8,82;5,51;7,72;3,31;6,62;9,93;6,62;5,51;5,51;6,62;5,51;4,41;5,51;3,31;8,82;5,51;5,51;1,1;3,31;4,41;8,82;5,51
13-06-2023;22:00:00;3,31;3,31;8,82;6,62;6,62;4,41;4,41;3,31;5,51;3,31;7,72;6,62;6,62;4,41;5,51;3,31;6,62;7,72;6,62;4,41;5,51;5,51;7,72;3,31;3,31;2,21;5,51;4,41;4,41;1,1;0;4,41;4,41;4,41
13-06-2023;23:00:00;3,31;5,51;6,62;4,41;16,54;3,31;3,31;2,21;2,21;3,31;7,72;4,41;6,62;4,41;3,31;4,41;4,41;4,41;3,31;3,31;3,31;4,41;5,51;3,31;1,1;0;4,41;4,41;3,31;0;0;6,62;5,51;4,41
14-06-2023;00:00:00;4,41;3,31;7,72;3,31;5,51;2,21;3,31;2,21;0;3,31;5,51;1,1;4,41;3,31;3,31;4,41;3,31;4,41;3,31;4,41;3,31;3,31;4,41;4,41;2,21;2,21;2,21;4,41;3,31;0;0;6,62;5,51;5,51
14-06-2023;01:00:00;5,51;1,1;5,51;0;3,31;4,41;6,62;4,41;0;2,21;4,41;0;4,41;4,41;4,41;5,51;3,31;4,41;4,41;6,62;5,51;4,41;4,41;4,41;2,21;5,51;5,51;5,51;5,51;2,21;0;8,82;9,93;5,51
14-06-2023;02:00:00;6,62;9,93;3,31;0;4,41;5,51;9,93;7,72;0;2,21;3,31;0;5,51;5,51;8,82;5,51;3,31;5,51;3,31;7,72;6,62;5,51;5,51;6,62;2,21;4,41;7,72;6,62;6,62;3,31;0;11,03;6,62;9,93
14-06-2023;03:00:00;5,51;4,41;3,31;0;5,51;9,93;9,93;9,93;0;0;1,1;0;5,51;6,62;16,54;4,41;3,31;5,51;3,31;8,82;7,72;5,51;6,62;5,51;0;1,1;7,72;6,62;6,62;0;0;8,82;9,93;7,72
14-06-2023;04:00:00;2,21;0;1,1;0;2,21;7,72;5,51;5,51;0;0;0;0;3,31;2,21;6,62;1,1;1,1;4,41;2,21;4,41;5,51;3,31;4,41;3,31;0;0;0;3,31;5,51;0;0;4,41;6,62;4,41
14-06-2023;05:00:00;1,1;0;2,21;0;2,21;3,31;2,21;2,21;0;0;2,21;0;2,21;3,31;5,51;4,41;4,41;5,51;3,31;2,21;3,31;4,41;4,41;3,31;2,21;0;2,21;6,62;4,41;0;0;6,62;5,51;4,41
14-06-2023;06:00:00;0;6,62;9,93;17,65;8,82;6,62;7,72;8,82;0;4,41;13,23;13,23;13,23;17,65;8,82;16,54;26,47;30,88;23,16;17,65;14,34;17,65;15,44;16,54;18,75;3,31;6,62;30,88;23,16;5,51;18,75;34,19;12,13;24,26
14-06-2023;07:00:00;0;23,16;20,96;51,84;30,88;24,26;50,73;31,98;0;17,65;35,29;46,32;44,12;54,04;39,7;35,29;57,35;59,56;59,56;51,84;34,19;20,96;26,47;35,29;40,81;15,44;17,65;43,01;34,19;11,03;41,91;55,15;17,65;27,57
14-06-2023;08:00:00;1,1;15,44;19,85;66,17;60,66;30,88;44,12;30,88;0;12,13;43,01;63,97;55,15;56,25;34,19;45,22;55,15;55,15;68,38;40,81;19,85;17,65;25,37;40,81;34,19;8,82;13,23;31,98;18,75;11,03;24,26;34,19;14,34;13,23
14-06-2023;09:00:00;4,41;15,44;16,54;38,6;29,78;16,54;11,03;12,13;5,51;12,13;22,06;35,29;20,96;23,16;15,44;17,65;20,96;23,16;24,26;11,03;12,13;11,03;14,34;13,23;13,23;6,62;13,23;13,23;11,03;5,51;14,34;9,93;14,34;9,93
14-06-2023;10:00:00;7,72;15,44;16,54;33,09;23,16;17,65;9,93;11,03;0;12,13;16,54;29,78;16,54;17,65;15,44;9,93;15,44;18,75;17,65;9,93;12,13;11,03;14,34;9,93;13,23;8,82;14,34;12,13;11,03;7,72;14,34;9,93;14,34;11,03
14-06-2023;11:00:00;6,62;17,65;17,65;33,09;23,16;18,75;9,93;11,03;0;13,23;16,54;29,78;16,54;16,54;15,44;9,93;14,34;18,75;16,54;8,82;12,13;11,03;14,34;8,82;13,23;7,72;14,34;12,13;12,13;6,62;14,34;9,93;14,34;9,93
14-06-2023;12:00:00;5,51;15,44;17,65;34,19;23,16;18,75;9,93;11,03;8,82;12,13;16,54;30,88;17,65;16,54;15,44;9,93;15,44;18,75;17,65;8,82;11,03;11,03;14,34;8,82;13,23;6,62;13,23;12,13;11,03;5,51;13,23;9,93;13,23;9,93
14-06-2023;13:00:00;5,51;16,54;17,65;31,98;23,16;17,65;9,93;12,13;1,1;13,23;17,65;30,88;20,96;18,75;15,44;11,03;17,65;22,06;20,96;8,82;12,13;12,13;15,44;8,82;14,34;6,62;14,34;13,23;12,13;5,51;14,34;9,93;13,23;9,93
14-06-2023;14:00:00;3,31;18,75;20,96;39,7;27,57;20,96;11,03;13,23;9,93;15,44;34,19;44,12;36,4;36,4;18,75;24,26;33,09;37,5;45,22;12,13;19,85;18,75;24,26;11,03;18,75;6,62;14,34;22,06;14,34;5,51;17,65;14,34;14,34;11,03
