Dato;Tid;Celle 1;Celle 2;Celle 3;Celle 4;Celle 5;Celle 6;Celle 7;Celle 8;Celle 9;Celle 10;Celle 11;Celle 12;Celle 13;Celle 14;Celle 15;Celle 16;Celle 17;Celle 18;Celle 19;Celle 20;Celle 21;Celle 22;Celle 23;Celle 24;Celle 25;Celle 26;Celle 27;Celle 28;Celle 29;Celle 30;Celle 31;Celle 32;Celle 33;Celle 34
2023-11-02;10:00;5,67;14,17;14,17;29,27;19,83;15,11;8,50;9,44;15,11;10,39;13,22;25,50;13,22;15,11;13,22;8,50;13,22;15,11;14,17;8,50;10,39;9,44;12,28;7,55;11,33;6,61;12,28;10,39;9,44;5,67;11,33;8,50;12,28;8,50
2023-11-02;11:00;5,67;15,11;15,11;30,22;19,83;17,00;8,50;9,44;11,33;10,39;15,11;26,44;14,17;14,17;13,22;8,50;13,22;16,05;15,11;7,55;10,39;9,44;12,28;7,55;12,28;6,61;12,28;10,39;9,44;5,67;12,28;8,50;12,28;8,50
2023-11-02;12:00;4,72;14,17;15,11;31,16;19,83;17,00;8,50;9,44;12,28;11,33;15,11;27,39;15,11;15,11;13,22;8,50;14,17;17,00;15,11;7,55;10,39;9,44;13,22;7,55;12,28;5,67;12,28;11,33;9,44;4,72;11,33;8,50;11,33;8,50
2023-11-02;13:00;4,72;14,17;16,05;30,22;19,83;16,05;8,50;9,44;0,00;10,39;16,05;27,39;18,89;17,00;14,17;11,33;17,00;19,83;18,89;8,50;10,39;11,33;13,22;7,55;12,28;5,67;12,28;11,33;9,44;3,78;12,28;8,50;10,39;7,55
2023-11-02;14:00;2,83;16,05;18,89;37,77;25,50;17,94;9,44;11,33;9,44;12,28;32,11;40,61;33,05;34,00;16,05;20,78;29,27;34,94;42,50;11,33;16,05;16,05;21,72;11,33;16,05;6,61;12,28;21,72;12,28;4,72;14,17;13,22;11,33;8,50
2023-11-02;15:00;1,89;17,00;21,72;57,61;33,05;19,83;16,05;17,94;0,00;16,05;52,88;54,77;50,05;43,44;21,72;51,94;43,44;55,72;63,27;17,94;24,55;26,44;36,83;37,77;25,50;8,50;15,11;37,77;15,11;5,67;27,39;20,78;12,28;11,33
2023-11-02;16:00;1,89;17,00;21,72;64,22;35,89;19,83;15,11;19,83;12,28;15,11;50,05;53,83;44,38;35,89;21,72;45,33;39,66;55,72;55,72;18,89;20,78;25,50;33,05;37,77;21,72;8,50;15,11;34,00;16,05;5,67;22,66;20,78;12,28;12,28
2023-11-02;17:00;0,94;14,17;16,05;40,61;27,39;18,89;10,39;12,28;0,00;11,33;25,50;35,89;23,61;19,83;17,00;17,94;21,72;28,33;24,55;13,22;12,28;12,28;15,11;10,39;14,17;4,72;13,22;16,05;9,44;2,83;10,39;12,28;10,39;8,50
2023-11-02;18:00;1,89;10,39;9,44;20,78;16,05;13,22;6,61;7,55;6,61;8,50;12,28;20,78;11,33;10,39;11,33;4,72;10,39;12,28;9,44;6,61;7,55;8,50;7,55;4,72;9,44;4,72;11,33;7,55;6,61;1,89;6,61;5,67;9,44;5,67
2023-11-02;19:00;3,78;8,50;7,55;14,17;12,28;10,39;5,67;5,67;0,00;6,61;8,50;13,22;9,44;7,55;9,44;2,83;7,55;10,39;7,55;5,67;5,67;6,61;6,61;3,78;7,55;3,78;8,50;5,67;5,67;1,89;4,72;4,72;8,50;4,72
2023-11-02;20:00;3,78;8,50;8,50;11,33;9,44;8,50;4,72;4,72;6,61;6,61;7,55;11,33;8,50;6,61;7,55;2,83;6,61;8,50;6,61;5,67;5,67;6,61;5,67;3,78;5,67;3,78;8,50;5,67;5,67;1,89;4,72;3,78;7,55;4,72
2023-11-02;21:00;5,67;6,61;7,55;10,39;8,50;6,61;3,78;3,78;0,00;4,72;7,55;9,44;7,55;5,67;6,61;1,89;6,61;7,55;5,67;4,72;5,67;5,67;6,61;3,78;5,67;2,83;7,55;4,72;4,72;0,94;3,78;3,78;6,61;4,72
2023-11-02;22:00;4,72;3,78;12,28;8,50;8,50;6,61;2,83;3,78;11,33;2,83;9,44;8,50;6,61;4,72;4,72;1,89;5,67;6,61;5,67;3,78;4,72;4,72;6,61;2,83;3,78;1,89;6,61;3,78;3,78;0,94;0,94;3,78;4,72;3,78
2023-11-02;23:00;4,72;2,83;13,22;6,61;8,50;3,78;2,83;1,89;6,61;1,89;7,55;4,72;5,67;3,78;2,83;1,89;2,83;3,78;3,78;3,78;3,78;3,78;3,78;3,78;2,83;0,94;5,67;3,78;3,78;0,94;0,00;3,78;4,72;3,78
2023-11-03;00:00;5,67;4,72;6,61;3,78;3,78;3,78;2,83;2,83;10,39;2,83;4,72;2,83;3,78;2,83;2,83;1,89;2,83;3,78;2,83;3,78;3,78;3,78;3,78;4,72;1,89;2,83;5,67;3,78;3,78;0,00;0,00;4,72;4,72;4,72
2023-11-03;01:00;4,72;3,78;3,78;1,89;1,89;2,83;3,78;2,83;85,94;2,83;2,83;0,94;3,78;2,83;3,78;2,83;2,83;3,78;2,83;4,72;4,72;3,78;4,72;4,72;1,89;3,78;3,78;3,78;3,78;0,00;0,00;6,61;6,61;5,67
2023-11-03;02:00;6,61;2,83;1,89;0,00;2,83;2,83;7,55;5,67;0,00;1,89;1,89;0,94;4,72;4,72;5,67;2,83;2,83;3,78;2,83;5,67;5,67;3,78;4,72;4,72;1,89;1,89;8,50;5,67;4,72;1,89;0,00;7,55;4,72;6,61
2023-11-03;03:00;5,67;3,78;2,83;0,00;1,89;3,78;8,50;8,50;0,00;0,00;0,94;0,00;3,78;4,72;9,44;1,89;1,89;3,78;2,83;6,61;4,72;4,72;4,72;4,72;1,89;3,78;6,61;4,72;3,78;0,00;0,00;6,61;4,72;5,67
2023-11-03;04:00;2,83;0,94;1,89;0,00;1,89;6,61;6,61;6,61;0,00;0,00;0,00;0,00;2,83;2,83;6,61;0,94;0,94;2,83;0,94;4,72;2,83;2,83;3,78;2,83;0,00;0,00;4,72;2,83;3,78;0,00;0,00;3,78;5,67;2,83
2023-11-03;05:00;1,89;0,94;2,83;0,00;1,89;1,89;1,89;2,83;21,72;0,00;0,94;0,00;0,94;1,89;2,83;2,83;2,83;2,83;1,89;2,83;2,83;2,83;2,83;1,89;0,94;0,00;2,83;3,78;2,83;0,00;0,00;3,78;4,72;1,89
2023-11-03;06:00;0,00;5,67;7,55;9,44;6,61;5,67;5,67;6,61;0,00;3,78;8,50;8,50;9,44;10,39;6,61;9,44;13,22;17,00;15,11;13,22;9,44;8,50;9,44;8,50;12,28;1,89;5,67;12,28;10,39;2,83;8,50;8,50;9,44;7,55
2023-11-03;07:00;0,00;21,72;16,05;26,44;21,72;18,89;18,89;16,05;0,00;16,05;21,72;30,22;27,39;34,00;23,61;14,17;23,61;32,11;39,66;27,39;18,89;13,22;17,94;15,11;26,44;10,39;15,11;17,00;13,22;5,67;20,78;11,33;13,22;10,39
2023-11-03;08:00;0,94;14,17;16,05;35,89;40,61;19,83;17,94;15,11;10,39;11,33;23,61;39,66;33,05;34,94;19,83;12,28;20,78;26,44;40,61;20,78;14,17;9,44;16,05;13,22;21,72;5,67;12,28;12,28;11,33;4,72;14,17;8,50;11,33;8,50
2023-11-03;09:00;3,78;12,28;14,17;24,55;19,83;14,17;8,50;8,50;6,61;9,44;14,17;22,66;13,22;13,22;12,28;10,39;13,22;14,17;15,11;8,50;9,44;7,55;11,33;7,55;12,28;5,67;10,39;9,44;8,50;4,72;9,44;7,55;11,33;7,55
2023-11-03;10:00;4,72;13,22;13,22;25,50;18,89;14,17;7,55;8,50;10,39;10,39;13,22;23,61;13,22;12,28;12,28;7,55;12,28;15,11;14,17;7,55;9,44;8,50;12,28;7,55;11,33;6,61;11,33;10,39;9,44;5,67;10,39;7,55;10,39;7,55
2023-11-03;11:00;4,72;15,11;15,11;29,27;18,89;17,00;8,50;8,50;0,00;11,33;14,17;26,44;15,11;14,17;13,22;7,55;13,22;17,00;15,11;7,55;9,44;8,50;13,22;7,55;12,28;5,67;13,22;11,33;9,44;4,72;11,33;8,50;11,33;7,55
2023-11-03;12:00;3,78;14,17;16,05;31,16;19,83;17,00;8,50;8,50;0,00;10,39;15,11;30,22;17,94;16,05;12,28;9,44;17,00;20,78;17,94;7,55;10,39;10,39;14,17;7,55;13,22;5,67;12,28;12,28;10,39;3,78;11,33;9,44;10,39;7,55
2023-11-03;13:00;3,78;14,17;17,00;31,16;19,83;16,05;8,50;9,44;8,50;11,33;17,94;32,11;23,61;18,89;14,17;14,17;22,66;27,39;25,50;9,44;13,22;13,22;17,00;8,50;14,17;5,67;12,28;14,17;10,39;3,78;12,28;9,44;10,39;7,55
2023-11-03;14:00;2,83;17,00;18,89;39,66;26,44;17,94;10,39;12,28;20,78;14,17;29,27;43,44;35,89;28,33;17,00;28,33;34,00;40,61;45,33;14,17;21,72;17,00;25,50;16,05;19,83;6,61;13,22;22,66;13,22;4,72;17,00;14,17;11,33;9,44
2023-11-03;15:00;2,83;17,94;20,78;51,94;32,11;19,83;17,00;20,78;5,67;17,00;37,77;51,00;43,44;34,00;21,72;42,50;39,66;53,83;53,83;17,00;24,55;20,78;30,22;35,89;24,55;9,44;15,11;29,27;15,11;4,72;25,50;17,00;12,28;15,11
2023-11-03;16:00;2,83;15,11;16,05;44,38;29,27;19,83;17,00;18,89;5,67;13,22;29,27;43,44;30,22;25,50;18,89;30,22;30,22;39,66;33,05;16,05;20,78;17,00;21,72;22,66;18,89;8,50;13,22;25,50;13,22;3,78;17,94;15,11;11,33;14,17
2023-11-03;17:00;2,83;13,22;13,22;28,33;22,66;18,89;13,22;15,11;1,89;10,39;18,89;31,16;16,05;16,05;16,05;11,33;17,00;18,89;15,11;11,33;12,28;10,39;11,33;6,61;13,22;6,61;12,28;14,17;9,44;3,78;10,39;9,44;10,39;8,50
2023-11-03;18:00;2,83;10,39;9,44;20,78;14,17;13,22;8,50;13,22;3,78;7,55;11,33;20,78;11,33;9,44;12,28;3,78;10,39;11,33;8,50;6,61;9,44;7,55;7,55;4,72;9,44;5,67;10,39;7,55;7,55;2,83;6,61;4,72;9,44;5,67
2023-11-03;19:00;2,83;8,50;7,55;15,11;11,33;10,39;5,67;7,55;9,44;6,61;9,44;14,17;8,50;6,61;9,44;2,83;7,55;9,44;6,61;4,72;6,61;6,61;6,61;4,72;7,55;4,72;9,44;5,67;6,61;1,89;4,72;3,78;8,50;4,72
2023-11-03;20:00;2,83;8,50;7,55;12,28;9,44;9,44;4,72;5,67;4,72;6,61;8,50;12,28;8,50;5,67;7,55;2,83;5,67;8,50;5,67;5,67;6,61;6,61;5,67;3,78;6,61;4,72;8,50;4,72;5,67;1,89;4,72;3,78;8,50;4,72
2023-11-03;21:00;2,83;7,55;6,61;11,33;9,44;8,50;4,72;5,67;14,17;6,61;6,61;11,33;7,55;5,67;7,55;2,83;5,67;6,61;5,67;5,67;6,61;6,61;5,67;4,72;5,67;5,67;8,50;4,72;5,67;1,89;3,78;3,78;8,50;4,72
2023-11-03;22:00;2,83;5,67;6,61;11,33;7,55;9,44;4,72;5,67;19,83;4,72;7,55;11,33;7,55;5,67;7,55;3,78;4,72;6,61;5,67;5,67;6,61;5,67;5,67;4,72;5,67;5,67;7,55;4,72;5,67;2,83;2,83;3,78;6,61;3,78
2023-11-03;23:00;1,89;5,67;5,67;10,39;10,39;6,61;4,72;5,67;15,11;4,72;10,39;11,33;6,61;4,72;6,61;3,78;4,72;5,67;4,72;4,72;5,67;4,72;3,78;3,78;4,72;5,67;7,55;3,78;4,72;2,83;1,89;5,67;6,61;3,78
2023-11-04;00:00;1,89;6,61;4,72;8,50;9,44;5,67;4,72;4,72;8,50;3,78;5,67;9,44;5,67;4,72;5,67;2,83;4,72;4,72;3,78;4,72;4,72;3,78;3,78;3,78;3,78;4,72;7,55;2,83;2,83;2,83;0,94;4,72;3,78;3,78
2023-11-04;01:00;1,89;5,67;2,83;5,67;2,83;5,67;4,72;3,78;24,55;2,83;2,83;6,61;3,78;3,78;3,78;0,94;1,89;3,78;2,83;3,78;4,72;1,89;1,89;2,83;2,83;4,72;5,67;2,83;2,83;0,94;0,00;3,78;4,72;2,83
2023-11-04;02:00;2,83;5,67;1,89;2,83;1,89;4,72;4,72;4,72;0,94;0,94;1,89;4,72;2,83;2,83;3,78;0,94;1,89;2,83;1,89;3,78;4,72;1,89;2,83;2,83;1,89;5,67;5,67;2,83;2,83;1,89;0,00;3,78;3,78;2,83
2023-11-04;03:00;2,83;6,61;1,89;0,94;0,94;4,72;4,72;4,72;44,38;2,83;0,94;2,83;2,83;2,83;3,78;0,94;0,94;2,83;1,89;4,72;4,72;0,94;2,83;2,83;1,89;2,83;3,78;2,83;2,83;0,94;0,00;3,78;4,72;2,83
2023-11-04;04:00;1,89;1,89;3,78;0,00;0,94;4,72;4,72;4,72;76,49;2,83;0,00;0,94;1,89;1,89;4,72;0,00;0,00;1,89;0,94;3,78;2,83;0,94;1,89;1,89;0,94;2,83;5,67;1,89;1,89;0,00;0,00;2,83;4,72;2,83
2023-11-04;05:00;0,94;3,78;2,83;0,00;1,89;2,83;3,78;3,78;0,00;0,00;0,00;0,00;1,89;0,94;3,78;0,00;0,00;0,94;0,00;2,83;2,83;1,89;1,89;1,89;0,00;0,00;4,72;1,89;2,83;0,00;0,00;2,83;3,78;2,83
2023-11-04;06:00;1,89;4,72;2,83;0,00;1,89;2,83;1,89;1,89;0,00;0,94;0,94;0,00;1,89;0,94;1,89;0,94;0,94;2,83;0,94;2,83;1,89;1,89;1,89;1,89;0,94;0,00;2,83;2,83;2,83;0,00;0,00;2,83;3,78;2,83
2023-11-04;07:00;1,89;5,67;2,83;0,94;3,78;3,78;1,89;1,89;0,00;0,94;1,89;1,89;2,83;1,89;3,78;0,94;1,89;2,83;1,89;2,83;1,89;1,89;1,89;1,89;1,89;0,94;3,78;1,89;2,83;0,00;0,94;1,89;3,78;1,89
2023-11-04;08:00;2,83;6,61;3,78;3,78;5,67;5,67;2,83;2,83;0,00;2,83;3,78;3,78;2,83;2,83;4,72;0,94;3,78;4,72;2,83;3,78;3,78;2,83;2,83;2,83;3,78;1,89;4,72;2,83;2,83;0,00;2,83;1,89;5,67;2,83
2023-11-04;09:00;2,83;10,39;6,61;10,39;9,44;8,50;3,78;5,67;0,00;6,61;6,61;10,39;5,67;5,67;7,55;1,89;6,61;8,50;5,67;6,61;6,61;4,72;4,72;3,78;6,61;3,78;6,61;4,72;3,78;1,89;5,67;3,78;6,61;3,78
2023-11-04;10:00;4,72;13,22;10,39;16,05;15,11;13,22;5,67;6,61;0,00;10,39;10,39;16,05;9,44;9,44;10,39;2,83;9,44;12,28;8,50;7,55;8,50;5,67;6,61;4,72;8,50;5,67;9,44;7,55;7,55;2,83;8,50;4,72;7,55;4,72
2023-11-04;11:00;3,78;15,11;13,22;22,66;18,89;18,89;6,61;8,50;0,00;12,28;12,28;21,72;11,33;12,28;12,28;3,78;12,28;15,11;10,39;6,61;8,50;7,55;7,55;5,67;9,44;6,61;9,44;9,44;8,50;3,78;9,44;7,55;8,50;4,72
2023-11-04;12:00;3,78;16,05;15,11;25,50;20,78;19,83;7,55;9,44;10,39;12,28;14,17;25,50;13,22;13,22;12,28;4,72;12,28;17,94;11,33;7,55;9,44;8,50;8,50;5,67;10,39;6,61;10,39;10,39;9,44;3,78;9,44;6,61;7,55;4,72
2023-11-04;13:00;3,78;16,05;14,17;24,55;19,83;17,94;6,61;8,50;14,17;12,28;13,22;25,50;13,22;13,22;11,33;3,78;12,28;17,00;11,33;6,61;8,50;8,50;8,50;5,67;9,44;5,67;9,44;9,44;10,39;2,83;8,50;4,72;7,55;3,78
2023-11-04;14:00;2,83;14,17;12,28;25,50;18,89;17,00;6,61;8,50;8,50;11,33;13,22;26,44;12,28;11,33;10,39;3,78;11,33;15,11;10,39;5,67;7,55;8,50;8,50;4,72;8,50;5,67;9,44;9,44;9,44;2,83;7,55;4,72;8,50;3,78
2023-11-04;15:00;2,83;13,22;11,33;25,50;17,00;15,11;6,61;7,55;8,50;9,44;13,22;24,55;11,33;10,39;9,44;5,67;10,39;14,17;9,44;6,61;6,61;8,50;6,61;4,72;8,50;4,72;8,50;8,50;8,50;1,89;6,61;3,78;8,50;3,78
2023-11-04;16:00;2,83;12,28;12,28;25,50;16,05;15,11;6,61;7,55;3,78;9,44;13,22;24,55;11,33;9,44;10,39;3,78;11,33;14,17;9,44;6,61;7,55;8,50;6,61;4,72;8,50;4,72;8,50;7,55;7,55;2,83;6,61;3,78;8,50;3,78
2023-11-04;17:00;2,83;11,33;9,44;22,66;16,05;14,17;5,67;6,61;23,61;7,55;12,28;22,66;11,33;9,44;9,44;3,78;10,39;13,22;8,50;5,67;6,61;7,55;6,61;4,72;7,55;4,72;9,44;6,61;6,61;2,83;6,61;3,78;9,44;3,78
2023-11-04;18:00;2,83;9,44;6,61;17,94;13,22;11,33;4,72;5,67;17,00;6,61;10,39;17,00;8,50;6,61;8,50;2,83;7,55;9,44;6,61;3,78;5,67;7,55;5,67;3,78;6,61;3,78;8,50;4,72;5,67;1,89;4,72;2,83;8,50;3,78
2023-11-04;19:00;2,83;8,50;5,67;14,17;10,39;9,44;3,78;4,72;17,94;5,67;8,50;12,28;7,55;5,67;7,55;1,89;5,67;8,50;4,72;3,78;4,72;5,67;4,72;3,78;5,67;3,78;7,55;4,72;4,72;1,89;3,78;2,83;7,55;3,78
2023-11-04;20:00;2,83;7,55;4,72;12,28;9,44;9,44;3,78;3,78;0,00;5,67;7,55;11,33;7,55;4,72;6,61;1,89;5,67;7,55;4,72;3,78;3,78;5,67;4,72;3,78;5,67;3,78;8,50;3,78;4,72;1,89;3,78;2,83;7,55;3,78
2023-11-04;21:00;1,89;7,55;4,72;10,39;8,50;8,50;3,78;3,78;22,66;5,67;6,61;10,39;6,61;4,72;6,61;1,89;5,67;6,61;4,72;3,78;4,72;5,67;5,67;3,78;5,67;3,78;7,55;3,78;4,72;2,83;2,83;2,83;7,55;3,78
2023-11-04;22:00;1,89;6,61;4,72;11,33;9,44;7,55;3,78;3,78;26,44;4,72;7,55;10,39;6,61;4,72;5,67;1,89;5,67;5,67;4,72;3,78;4,72;5,67;6,61;3,78;5,67;4,72;6,61;3,78;4,72;2,83;1,89;2,83;5,67;2,83
2023-11-04;23:00;1,89;5,67;4,72;10,39;11,33;5,67;3,78;3,78;9,44;4,72;7,55;10,39;6,61;3,78;4,72;1,89;3,78;5,67;4,72;2,83;3,78;4,72;3,78;3,78;4,72;4,72;5,67;2,83;3,78;2,83;1,89;3,78;5,67;2,83
2023-11-05;00:00;1,89;6,61;5,67;9,44;8,50;4,72;2,83;2,83;48,16;5,67;3,78;8,50;5,67;3,78;4,72;0,94;2,83;4,72;3,78;2,83;3,78;2,83;2,83;3,78;3,78;3,78;6,61;1,89;2,83;2,83;0,00;3,78;3,78;2,83
2023-11-05;01:00;0,94;6,61;2,83;4,72;3,78;5,67;3,78;3,78;29,27;4,72;1,89;5,67;3,78;2,83;3,78;0,94;1,89;3,78;2,83;2,83;2,83;1,89;2,83;2,83;2,83;5,67;4,72;0,94;1,89;1,89;0,00;1,89;2,83;2,83
2023-11-05;02:00;1,89;6,61;0,94;2,83;2,83;4,72;3,78;2,83;16,05;4,72;0,94;3,78;2,83;1,89;3,78;0,94;1,89;2,83;1,89;1,89;1,89;0,94;1,89;1,89;1,89;4,72;4,72;0,94;1,89;0,94;0,00;1,89;1,89;1,89
2023-11-05;03:00;2,83;4,72;1,89;0,94;1,89;4,72;2,83;3,78;27,39;2,83;0,00;2,83;1,89;1,89;5,67;0,00;0,94;2,83;0,94;1,89;2,83;0,94;1,89;1,89;1,89;4,72;4,72;0,94;1,89;0,00;0,00;2,83;2,83;1,89
2023-11-05;04:00;0,94;6,61;2,83;0,00;0,94;4,72;2,83;2,83;34,00;2,83;0,00;0,94;1,89;1,89;5,67;0,00;0,00;1,89;0,94;1,89;1,89;0,94;0,94;1,89;0,94;2,83;4,72;0,94;0,94;0,00;0,00;1,89;3,78;0,94
2023-11-05;05:00;0,94;3,78;1,89;0,00;1,89;6,61;1,89;1,89;0,00;0,94;0,00;0,00;1,89;0,00;5,67;0,00;0,00;0,94;0,00;1,89;1,89;0,94;0,94;1,89;0,00;0,00;1,89;0,94;1,89;0,00;0,00;1,89;4,72;0,94
2023-11-05;06:00;1,89;2,83;2,83;0,00;0,94;7,55;0,94;0,00;0,00;0,00;0,00;0,00;1,89;0,00;1,89;0,00;0,00;1,89;0,00;0,94;0,94;0,94;0,94;0,94;0,00;0,00;3,78;0,94;1,89;0,00;0,00;1,89;1,89;0,94
2023-11-05;07:00;0,94;5,67;2,83;0,00;1,89;4,72;0,94;0,94;1,89;1,89;0,94;0,00;1,89;0,94;2,83;0,00;0,94;1,89;0,94;1,89;1,89;1,89;0,94;0,94;0,94;0,94;4,72;0,94;1,89;0,00;0,00;0,94;1,89;1,89
2023-11-05;08:00;1,89;7,55;3,78;2,83;5,67;4,72;1,89;1,89;0,94;3,78;2,83;2,83;2,83;1,89;4,72;0,94;1,89;3,78;1,89;2,83;1,89;2,83;2,83;2,83;2,83;1,89;4,72;1,89;1,89;0,94;1,89;1,89;4,72;2,83
2023-11-05;09:00;2,83;8,50;5,67;8,50;8,50;8,50;3,78;3,78;0,00;6,61;5,67;8,50;4,72;5,67;7,55;1,89;4,72;6,61;4,72;3,78;4,72;3,78;3,78;2,83;4,72;4,72;5,67;3,78;2,83;1,89;4,72;2,83;5,67;2,83
2023-11-05;10:00;3,78;10,39;8,50;13,22;11,33;12,28;4,72;5,67;0,00;8,50;8,50;13,22;7,55;8,50;9,44;2,83;7,55;9,44;7,55;5,67;6,61;5,67;4,72;3,78;7,55;5,67;7,55;5,67;5,67;3,78;7,55;3,78;6,61;3,78
2023-11-05;11:00;3,78;13,22;12,28;17,94;14,17;14,17;6,61;7,55;3,78;11,33;11,33;17,94;10,39;10,39;10,39;3,78;10,39;12,28;9,44;6,61;7,55;6,61;6,61;4,72;8,50;7,55;8,50;7,55;7,55;4,72;8,50;4,72;7,55;4,72
2023-11-05;12:00;2,83;13,22;15,11;21,72;17,00;16,05;7,55;7,55;0,00;11,33;13,22;21,72;12,28;11,33;11,33;4,72;12,28;15,11;10,39;6,61;8,50;7,55;7,55;5,67;9,44;6,61;9,44;9,44;8,50;3,78;8,50;5,67;7,55;4,72
2023-11-05;13:00;3,78;15,11;15,11;22,66;17,94;16,05;7,55;7,55;10,39;11,33;14,17;23,61;14,17;12,28;10,39;5,67;13,22;15,11;10,39;6,61;7,55;8,50;8,50;5,67;9,44;5,67;9,44;8,50;9,44;3,78;8,50;4,72;7,55;4,72
2023-11-05;14:00;2,83;13,22;13,22;23,61;18,89;15,11;6,61;7,55;9,44;10,39;13,22;23,61;14,17;12,28;10,39;3,78;12,28;15,11;10,39;5,67;7,55;9,44;9,44;4,72;8,50;5,67;8,50;7,55;8,50;2,83;7,55;4,72;7,55;3,78
2023-11-05;15:00;2,83;12,28;12,28;21,72;18,89;14,17;6,61;6,61;22,66;9,44;12,28;21,72;13,22;10,39;9,44;3,78;11,33;13,22;8,50;5,67;6,61;8,50;8,50;3,78;7,55;4,72;8,50;7,55;7,55;2,83;6,61;3,78;7,55;3,78
2023-11-05;16:00;2,83;12,28;11,33;20,78;18,89;14,17;6,61;6,61;18,89;9,44;12,28;22,66;13,22;10,39;9,44;3,78;11,33;13,22;8,50;5,67;7,55;9,44;8,50;4,72;7,55;4,72;8,50;6,61;6,61;2,83;6,61;4,72;7,55;3,78
2023-11-05;17:00;2,83;10,39;9,44;19,83;17,94;14,17;5,67;6,61;16,05;6,61;11,33;19,83;12,28;10,39;9,44;3,78;10,39;12,28;7,55;5,67;6,61;9,44;7,55;3,78;7,55;3,78;8,50;5,67;5,67;1,89;5,67;4,72;7,55;3,78
2023-11-05;18:00;2,83;8,50;6,61;16,05;17,00;10,39;3,78;4,72;11,33;5,67;9,44;16,05;8,50;6,61;7,55;2,83;9,44;8,50;5,67;3,78;8,50;6,61;9,44;3,78;5,67;2,83;8,50;4,72;4,72;0,94;3,78;3,78;7,55;2,83
2023-11-05;19:00;2,83;7,55;6,61;11,33;11,33;8,50;3,78;3,78;0,00;4,72;8,50;11,33;7,55;4,72;6,61;1,89;8,50;7,55;4,72;2,83;4,72;5,67;8,50;2,83;4,72;2,83;7,55;3,78;3,78;0,94;3,78;2,83;6,61;2,83
2023-11-05;20:00;1,89;6,61;5,67;9,44;16,05;7,55;2,83;2,83;0,00;5,67;7,55;10,39;7,55;5,67;5,67;1,89;10,39;7,55;4,72;2,83;3,78;5,67;11,33;2,83;4,72;2,83;7,55;2,83;3,78;1,89;2,83;2,83;6,61;2,83
2023-11-05;21:00;1,89;6,61;5,67;7,55;6,61;5,67;2,83;2,83;7,55;4,72;6,61;7,55;5,67;3,78;4,72;1,89;5,67;5,67;3,78;2,83;3,78;4,72;5,67;2,83;3,78;2,83;6,61;2,83;3,78;0,94;1,89;2,83;7,55;2,83
2023-11-05;22:00;1,89;4,72;7,55;5,67;5,67;5,67;2,83;2,83;0,00;2,83;6,61;5,67;4,72;2,83;4,72;0,94;4,72;4,72;2,83;2,83;4,72;3,78;4,72;2,83;2,83;1,89;6,61;2,83;3,78;0,94;0,00;1,89;3,78;1,89
2023-11-05;23:00;1,89;5,67;7,55;3,78;13,22;3,78;2,83;2,83;8,50;2,83;5,67;5,67;6,61;3,78;3,78;0,94;3,78;4,72;2,83;2,83;3,78;3,78;3,78;3,78;3,78;1,89;5,67;2,83;3,78;1,89;0,94;2,83;4,72;2,83
2023-11-06;00:00;1,89;8,50;7,55;2,83;5,67;4,72;3,78;3,78;0,00;3,78;3,78;3,78;6,61;4,72;4,72;1,89;2,83;3,78;2,83;2,83;3,78;2,83;3,78;3,78;2,83;1,89;4,72;2,83;3,78;2,83;0,00;3,78;4,72;3,78
2023-11-06;01:00;2,83;6,61;3,78;1,89;3,78;6,61;4,72;4,72;2,83;4,72;2,83;2,83;4,72;5,67;5,67;1,89;2,83;4,72;3,78;6,61;5,67;2,83;3,78;4,72;3,78;8,50;6,61;3,78;3,78;1,89;0,00;4,72;6,61;4,72
2023-11-06;02:00;4,72;8,50;1,89;1,89;3,78;7,55;6,61;7,55;0,00;3,78;2,83;1,89;4,72;7,55;10,39;2,83;2,83;4,72;3,78;5,67;6,61;3,78;4,72;5,67;4,72;7,55;6,61;3,78;4,72;4,72;0,00;5,67;5,67;4,72
2023-11-06;03:00;4,72;8,50;2,83;0,00;3,78;9,44;6,61;7,55;39,66;2,83;0,94;1,89;4,72;3,78;13,22;1,89;1,89;3,78;2,83;5,67;4,72;3,78;4,72;3,78;3,78;3,78;4,72;3,78;4,72;0,00;0,00;6,61;5,67;4,72
2023-11-06;04:00;0,94;0,94;1,89;0,00;2,83;7,55;4,72;4,72;19,83;0,00;0,00;0,00;2,83;1,89;6,61;0,94;0,94;2,83;0,94;2,83;2,83;1,89;3,78;2,83;0,00;0,00;2,83;1,89;4,72;0,00;0,00;2,83;5,67;3,78
2023-11-06;05:00;0,00;0,94;1,89;0,00;1,89;2,83;1,89;1,89;0,00;0,00;1,89;0,00;1,89;2,83;3,78;3,78;3,78;3,78;2,83;1,89;2,83;4,72;3,78;2,83;1,89;0,00;1,89;6,61;3,78;0,00;0,00;7,55;4,72;2,83
2023-11-06;06:00;0,00;6,61;8,50;13,22;7,55;5,67;5,67;8,50;0,00;5,67;10,39;10,39;11,33;14,17;6,61;14,17;21,72;24,55;18,89;15,11;11,33;17,00;13,22;12,28;16,05;2,83;5,67;29,27;18,89;3,78;16,05;38,72;9,44;24,55
